id,product,date,product_description,content,rating,brand
111788,Ashley Furniture Signature Design - 12 Inch Chime Express Memory Foam Mattress - Bed in a Box - Queen - Firm Comfort Level - White,24 Jun 2019,"Size: Queen | 
            
             Style: 12 Inch Take sleep to a whole new level with the comfort of the chime 12 inch express mattress. Simply unpack and unroll your bed for maximum comfort.6. Care instruction: To help keep your Ashley-Sleep mattress clean, a thin mattress protector is recommended so it breathes to allow airflow and heat dissipation. Ashley-Sleep does not recommend you use a quilted mattress pad as it will change the feel of the mattress you selected at the store. It may also trap heat that needs to escape. Don’t use dry cleaning fluid of any type on your mattress. These chemicals could damage some of the comfort and upholstery materials. Vacuuming is the only recommended cleaning method. If you must clean a stain, use mild soap with cold water and apply lightly, allowing the mattress time to fully air dry. Please remind the kids not to jump on their Ashley-Sleep mattress, as doing so can break down the inner construction and materials. Care Instructions: Product Care|Mattresses:|Rest easy with the fact that your Ashley-Sleep mattress doesn’t require much care and maintenance. For starters all Ashley-Sleep mattresses are designed to be no flip—now isn’t that a relief!|How to Care for Your Mattress:|To help keep your Ashley-Sleep mattress clean a thin mattress protector is recommended so it breathes to allow airflow and heat dissipation. Ashley-Sleep does not recommend you use a quilted mattress pad as it will change the feel of the mattress you selected at the store. It may also trap heat that needs to escape.|Don’t use dry cleaning fluid of any type on your mattress. These chemicals could damage some of the comfort and upholstery materials.|Vacuuming is the only recommended cleaning method. If you must clean a stain use mild soap with cold water and apply lightly allowing the mattress time to fully air dry.|Please remind the kids not to jump on their Ashley-Sleep mattress as doing so can break down the inner construction and materials. How to Care for Your Mattress: 1. To help keep your Ashley-Sleep mattress clean, a thin mattress protector is recommended so it breathes to allow airflow and heat dissipation. Ashley-Sleep does not recommend you use a quilted mattress pad as it will change the feel of the mattress you selected at the store. It may also trap heat that needs to escape. 2. Don’t use dry cleaning fluid of any type on your mattress. These chemicals could damage some of the comfort and upholstery materials. 3. Vacuuming is the only recommended cleaning method. If you must clean a stain, use mild soap with cold water and apply lightly, allowing the mattress time to fully air dry. 4. Please remind the kids not to jump on their Ashley-Sleep mattress, as doing so can break down the inner construction and materials.",Quite firm,5.0,ashley
81490,"12"" Cooling Gel Memory Foam Mattress and Free Pillows (Medium Firm - RV King 72x80)",05 Nov 2018,,Great product and excellent value!,5.0, 
48250,"Live and Sleep Queen Size Memory Foam Mattress, 10-Inch Cool Bed in a Box, Medium Firm, Certipur Certified + Premium Foam Pillow",31 Mar 2018,"Size: Queen Resort Sleep by Live and Sleep Mattresses are Top Rated with over 90% 5-star reviews - crafted with highest quality goods. No gimmicks. Just fair affordable price - Enjoy cooler sleep plus a better energized life. Comfort Feel: Medium to Medium-Firm (6-7 on a scale of 1 to 10 - 1 is softest, 10 is very hard) Supreme Topper: Conforms to your shape for pure rest. Dual elements provide leading body support, helps with posture and eases motion disturbance (bounce) between partners. Eco-Friendly viscose cushion and HD Bottom. Ortho-pedic support is ideal for side back or stomach sleepers. Not cheap in-expensive foam and existing sheets work. Naturally antimicrobial, hypoallergenic and dust mite resistant: Environmentally conscious, low-cost and CertiPUR-US Certified. Flex linen fabric has cloud like touch. Climate controlled manufacturing uses less chemicals and results in less gases, toxins and longer durability. Advanced Smart Form sets up the product to be rolled, bag sealed and makes a first-rate bed-in-a-box. 20-Year Warranty: 30 day full refund guarantee trial on mattress only and warranty for protection against manufacture defects. No coils or latex used. Use a bedding pad or protector on any mattress, futon, cot, tri-fold, rollaway or guest room bed",This mattress was a perfect fit for what we needed. A great value for what you get.,5.0,live and sleep
135141,TEMPUR-Cloud Elite,6/25/2020, ,"Comfort. I love this mattress topper.  I have arthritis in my hips and found even my top brand mattress, only five years old, uncomfortable.  A friend recommended trying a Tempur-Pedic mattress topper. She is now my best friend, and I have never slept so well!",5.0,Tempur-Pedic
120401,"Zinus 8 Inch Gel-Infused Green Tea Memory Foam Mattress, Twin",12 Feb 2020,"Size: Twin | 
            
             Style: 8 Inch Enjoy the cool comfort and support of Gel-infused Green Tea Memory Foam for a better night’s sleep. The Gel-infused Memory Foam and Pressure Relieving Comfort Foam provide support by conforming to the natural shape of your body. The High-density Support Foam layer provides long lasting durability and stability. This mattress is ideal for all types of sleepers and provides medium support. Please open your mattress package within 72 hours of receipt and allow 48 hours for your new mattress to return to its original, plush shape. Worry free 10 year limited warranty. Another comfort innovation from Zinus.","I ordered 8"" full size. It has been 24 hours since I unpack it and the bed only expand to about 7"". So far, I haven't sleep on it yet, but I like how soft the bed feel.  Wish it would expand to 8"" like what it supposed to.",4.0,zinus
62090,Modway Kate 8” King Innerspring Mattress - Firm 8 Inch King Innerspring Mattress- 10-Year Warranty,18 Aug 2019,"Style Name: 8 Inch | 
            
             Size: King Enjoy sound sleep with the Kate 8 Inch King Innerspring Mattress. Limit bounce and absorb motion disturbance between partners with 7.2” tall individually wrapped coils without the sink and sag of foam and air mattresses. This feature is perfect for enabling partners with unique schedules and habits to sleep comfortably while reducing pressure on hips, back and shoulders. Complete with a gray fabric fire-resistant barrier that has been tested to ensure it meets safety standards, Kate King Innerspring Mattress comes with a padded quilt fabric top and felt liners for a smooth and even feel. Kate is a firm mattress for king beds that ships conveniently compressed and rolled in a portable box for easy delivery and fun-to-watch setup. Experience the firm yet cushioning support night after night with the Kate 8” King Innerspring Mattress.",I bought this for a RV that I was selling so it served the purpose. I did sleep on it two nights and it is terrible maybe a slight bit more comfortable than sleeping on the floor. You feel the springs and and has virtually no give to it. It is a very nice looking mattress and it did serve its purpose as a cheap mattress. Keep in mind if you’re looking for comfort look elsewhere as you won’t be getting it back in the box to return it.,1.0,modway
118503,Signature Design by Ashley - 12 Inch Chime Express Hybrid Innerspring - Firm Mattress - Bed in a Box - Queen - White,30 Jul 2019,"Size: Queen | 
            
             Style: 12-Inch Why worry when you can chime? With the Sierra Sleep Chime innerspring queen mattress, you have endless possibilities for restful sleep. Feel the support of a truly traditional coil mattress which contours to your body for a comforting feel. High density foam provides the firmness you love. Gel memory foam provides restorative support for your lower back. Hypoallergenic material is ideal for sufferers of allergies for ultimate undisturbed sleep–not to mention peace of mind. Plus, this mattress arrives in a box for quick and easy setup. Simply bring it to your room, remove the plastic wrap, and unroll. You’ll be amazed at how it fully expands within minutes. Foundation/box spring available, sold separately. Fabric: Body: Acrylic (11 %) Fillament Poly (11 %) Para Aramid Fiber (5 %) Polyester (20 %) Viscose (53 %) Care Instructions: Product Care|Mattresses:|Rest easy with the fact that your Ashley-Sleep mattress doesn’t require much care and maintenance. For starters all Ashley-Sleep mattresses are designed to be no flip—now isn’t that a relief!|How to Care for Your Mattress:|To help keep your Ashley-Sleep mattress clean a thin mattress protector is recommended so it breathes to allow airflow and heat dissipation. Ashley-Sleep does not recommend you use a quilted mattress pad as it will change the feel of the mattress you selected at the store. It may also trap heat that needs to escape.|Don’t use dry cleaning fluid of any type on your mattress. These chemicals could damage some of the comfort and upholstery materials.|Vacuuming is the only recommended cleaning method. If you must clean a stain use mild soap with cold water and apply lightly allowing the mattress time to fully air dry.|Please remind the kids not to jump on their Ashley-Sleep mattress as doing so can break down the inner construction and materials.","Needed a bigger bed For when we stay at my parents. Came home to find this giant box on my front porch. No one could believe that this was the mattress. We set up the base (which I highly advise, get the frame they recommend if you don’t have a box spring.) cut the bag, and let the mattress unroll. I needed to let it air out a couple of hours, no biggie, but after sleeping on it for 2 nights, this bed is awesome!!! So comfortable!!! I’m extremely happy to see that this is the future of mattress shopping",5.0,ashley
9738,"BedStory 12 Inch Gel Hybrid Mattress Queen, Black Luxury Spring Mattress Individually Encased Pocket Coil Mattress Built-in 2 Layers Airflow Convoluted Foam Medium Firm Euro Top 10-Year Warranty",12 Sep 2019,,"Where has this bed been all my life!?? Seriously THE BEST BED EVER! Lol, SUPER comfy, so quiet (never once felt or heard my husband get in & out of the bed for the bathroom), slept all through the night without tossing & turning, didn't wake up in pain, never had a better nights sleep EVER!",5.0,bedstory
94972,Fortnight Bedding 9 Inch Hybrid Medium Firm Mattress Memory Foam and Pocket Coil- Certipur-US Certified Made in USA (30 X 74),30 Jan 2020,"Size: 30 X 74 This durable, flexible mattress provides all the support and comfort needed for a good night’s rest, while being lightweight and firm. This hybrid mattress, has a firm feel that is not too hard and not too soft! For your safety, our foam is always made in the US and is CertiPur-US certified, so it contains no PBDEs, TDCPP or TCEP (""Tris"") flame retardants, ozone depleters, mercury, formaldehyde, lead and heavy metals. Why Memory Foam? This Mattress features quality memory foam technology that molds and contours to the body for a deep, sound sleep. Innovative gel is ground, blended, and infused in the foam to help keep temperatures down and enhance airflow.. Why Pocket Coil? independently-encased coils which creates an equal weight distribution to help relieve any pressure points along your neck shoulders back and hips. Another advantage to the independently-encased coil structure is it reduces motion disturbance and extends the life of the springs Before Ordering: Accurate measurements of your bed frame are vital to ensure your new mattress fits precisely. Setup: Mattress comes conveniently right to your door in a box! They are compressed and rolled in a box so it’s easy to transport and set up. After your mattress arrives, simply remove it from the box and remove the plastic, being careful not to cut into the mattress. Allow 24-48 hours for your new mattress to decompress and return to its original plush shape.",We purchased two mattresses to replace old ones on a daybed and trundle. We are blessed to have great grandchildren who enjoy weekends with us. The mattresses are wonderful. They were delivered before the stated delivery date and are even more comfortable than the old ones. One of our best buys.,5.0,fortnight
48095,"Live and Sleep Queen Size Memory Foam Mattress, 10-Inch Cool Bed in a Box, Medium Firm, Certipur Certified + Premium Foam Pillow",06 Jul 2018,"Size: Queen Resort Sleep by Live and Sleep Mattresses are Top Rated with over 90% 5-star reviews - crafted with highest quality goods. No gimmicks. Just fair affordable price - Enjoy cooler sleep plus a better energized life. Comfort Feel: Medium to Medium-Firm (6-7 on a scale of 1 to 10 - 1 is softest, 10 is very hard) Supreme Topper: Conforms to your shape for pure rest. Dual elements provide leading body support, helps with posture and eases motion disturbance (bounce) between partners. Eco-Friendly viscose cushion and HD Bottom. Ortho-pedic support is ideal for side back or stomach sleepers. Not cheap in-expensive foam and existing sheets work. Naturally antimicrobial, hypoallergenic and dust mite resistant: Environmentally conscious, low-cost and CertiPUR-US Certified. Flex linen fabric has cloud like touch. Climate controlled manufacturing uses less chemicals and results in less gases, toxins and longer durability. Advanced Smart Form sets up the product to be rolled, bag sealed and makes a first-rate bed-in-a-box. 20-Year Warranty: 30 day full refund guarantee trial on mattress only and warranty for protection against manufacture defects. No coils or latex used. Use a bedding pad or protector on any mattress, futon, cot, tri-fold, rollaway or guest room bed",Mattress is great!!  We love it.  I was afraid it might be too soft but if anything it's on the firm side which is perfect for us.  We had no issues with the mattress expanding.  It reached the correct size in a day.  The bonus pillow is absolutely wonderful!  I want more of those pillows!!!  Delivery was quick.,5.0,live and sleep
30230,Pure Green Natural Latex Mattress - Soft - Queen,02 Aug 2019,,"Over the past year I have tried 5 mattresses, yes 5!!! All of them had issues, either too hot, too hard or a horrible smell. I tried a traditional spring, all foam and a spring/latex combo. To say I was nervous ordering this was an understatement. I ordered the soft king size mattress and also decided to take the advice of another reviewer and I ordered the 2"" soft topper to put on top of the mattress. It is heaven and made the mattress close to 11"" which was nice to have it a little taller. ! I unzipped the cover and put the topper inside so that the cotton/wool cover is closest to my body. I am a side sleeper and weigh about 200lbs so I needed something soft but supportive and this mattress is both. It took me a couple of weeks to adjust to the mattress but once I did it was great. The only small cons I would say are that if you sleep in all three positions it might be too soft for sleeping on your stomach.  The other small con is that it is heavy so definitely a two person job. It might have made sense to put two twin XL's together and then the king 2"" topper on top to make it easier to move but I will just get help when I need to move it!  The smell was not strong to me and I do have a sensitive nose.",4.0,pure green
77620,"Classic Brands Cool Gel 2.0 Ultimate Gel Memory Foam 14-Inch Mattress with 2 BONUS Pillow , King, White",09 Jun 2019,"Style: Cool Gel 2.0 Mattress | 
            
             Size: King Experience cloud-like luxury with our Classic Brands cool Gel Ultimate gel memory foam 14- inch mattress. This mattress offers a plusher and incredibly comfortable sleeping surface. Starting with a whopping 3.5-inch top layer, which consists of breathable ventilated cool gel memory foam that conforms to your shape and has a faster recovery factor than conventional memory foam. A second layer of 2-inch memory foam works with the top layer for comfort and support providing you with the ultimate sleeping experience. The 8.5-inch base layer maintains the strength and effectiveness of the layers. Know the size and height of your mattress ahead of purchase to make sure you are ordering the correct size. Keep in mind that you should combine the height of your bed frame, foundation, or adjustable bed base with the height of your mattress to get an approximate idea. Our advanced packaging technology means we can roll-pack our mattresses and ship them at one-third of the normal size. A mattress that is roll-packed still retains its initial quality, as each will quickly recover and return to its original shape when opened. Look for more innovative specialty sleep products from Classic Brands. Our mattresses are CertiPUR-US Certified. Certified flexible polyurethane foams have been independently laboratory tested.","My bed arrived a day early and in the box. I let my mattress air out for 72 hours/3 days like the instructions said. There was no smell from the mattress but it did need to relax from being rolled up. We slept on the bed the first night and could feel the amazing difference. We removed our bedding each morning after waking up and put back on before going to sleep. We wanted to give the mattress the time it needed to fill in. My husband who weights 235 lbs and me 205 lbs are sleeping great, the best in years. The mattress is medium firm. When out of bed my body isn’t aching and unaligned, which it was with my other bed. I bought the Hercules heavy duty 14 inch platform metal bed frame. The bed is higher than my old bed, I have the 14 inch mattress and with the 14 inch frame we easily get out of bed. I got the 2 inch gel with hopes it will help cool off the hot flashes when I get them. Our knees don’t have to strain anymore to get out of bed like our old traditional bed. I highly recommend this bed!",5.0,classic brands
76177,"Classic Brands Cool Gel 2.0 Ultimate Gel Memory Foam 14-Inch Mattress with 2 BONUS Pillow , King, White",04 Feb 2020,"Style: Cool Gel 2.0 Mattress | 
            
             Size: King Experience cloud-like luxury with our Classic Brands cool Gel Ultimate gel memory foam 14- inch mattress. This mattress offers a plusher and incredibly comfortable sleeping surface. Starting with a whopping 3.5-inch top layer, which consists of breathable ventilated cool gel memory foam that conforms to your shape and has a faster recovery factor than conventional memory foam. A second layer of 2-inch memory foam works with the top layer for comfort and support providing you with the ultimate sleeping experience. The 8.5-inch base layer maintains the strength and effectiveness of the layers. Know the size and height of your mattress ahead of purchase to make sure you are ordering the correct size. Keep in mind that you should combine the height of your bed frame, foundation, or adjustable bed base with the height of your mattress to get an approximate idea. Our advanced packaging technology means we can roll-pack our mattresses and ship them at one-third of the normal size. A mattress that is roll-packed still retains its initial quality, as each will quickly recover and return to its original shape when opened. Look for more innovative specialty sleep products from Classic Brands. Our mattresses are CertiPUR-US Certified. Certified flexible polyurethane foams have been independently laboratory tested.","Best purchase I’ve made in a long time! I’ve had the bed for a few months and so far it is perfect. No sag, no wear, no low spots have formed at all. We love the bed and for the price you can’t beat it. It isn’t a bed that you will sink into, it’s sturdy and sleeps amazing.",5.0,classic brands
59512,LINENSPA 6 Inch Innerspring Mattress - Twin,02 Jan 2019,"Size: Twin | 
            
             Style Name: Mattress Only Get a restful night's sleep on this traditional spring mattress from Linenspa. A quilted fabric cover and inner foam layer provide comfort and resilience, while heavy gauge steel coils offer lasting support. Because your family's safety is as important as its comfort, this spring mattress has a fire resistant barrier that's tested to ensure it meets safety standards. For easy shipping and simple set up, this mattress comes compressed and rolled. Note: product trim color may vary by size.","Not very comfy, thought it would be thicker.",3.0,linenspa
66171,Pure Green Natural Latex Mattress - Firm - Queen,11 Feb 2019,,"We were looking for a non-toxic option for our next mattress and this one is amazing! We have the firm, King model and it's just as described. Pros: * No out-gassing of chemicals, and made with certified and sustainable materials. * With latex, we don't feel each other move around on the bed. * The quilted layer is soft and cozy to the touch, but the mattress is nice and firm. We sleep on backs, sides, and stomachs with no issues at all. * As for price, after doing a lot of research, this model/vendor came up with many good reviews and the price is pretty affordable (mid-range comparable). It's half the price of a Serta and way more comfy! Cons: * It is heavy. We huffed and puffed to get it up the stairs. I'm not looking forward to trying to move it again. Ever. Overall though, this is the best mattress that I have ever had, by far.",5.0,pure green
7538,"Linenspa 5"" Gel Memory Mattress, Twin",01 Mar 2020,"Size: Twin | 
            
             Style: Mattress Only For a upgrade to the basic mattress, the LINENSPA 5 Inch Gel Memory Foam Mattress offers the benefits of memory foam and firm support. A comfort layer at the surface features a 1 inch layer of gel infused memory foam that compresses to hug curves and alleviate pressure. Infusing the memory foam with gel material helps to distribute heat to maintain a comfortable temperature. Beneath the comfort layer, a 4 inch layer of high density support foam offers the support you need to wake up refreshed. This mattress has a low profile, so it is a perfect fit for bunk beds and trundle beds. It has a soft, breathable fabric cover and comes with a 10-year warranty from the manufacturer.","We got these mattresses for bunk beds. We opened them and let them rise over night as they are vacuum sealed. They are a little on the firm side, but we wanted that for bunk beds. There have been no complaints. They are very soft and comfortable. All the details and descriptions were correct, which was very nice.",4.0,linenspa
24875,TUFT & NEEDLE Queen Mattress - Adaptive Foam With Cooling Graphite And Gel Beads - Supportive Pressure Relief - CertiPUR-US - 100 Night Trial,14 Jan 2018,"Size: Queen | 
            
             Style: Original 10"" Tuft and Needle is a new mattress company that designs a universally comfortable foam mattress that is No.1 top rated on Amazon. Exclusively available online and made in the USA, the mattress ships right to your door. No gimmicks, no sales tactics, 30 night trial and easy returns.",Love the mattresses. Very comfortable. Wish it had hand grips.,5.0,tuft & needle
32497,"Queen Mattress, Molblly 10 Inch Memory Foam Mattress in a Box, Breathable Bed Comfortable Mattress with CertiPUR-US Certified Foam for Sleep Supportive & Pressure Relief, Queen Size Bed",30 Apr 2019,,This mattress is wayyyyy too soft!!! I anticipate a night of discomfort. Thank goodness I haven't tossed out my old mattress!!,2.0,molblly
28891,"Snuggle-Pedic Original Ultra-Luxury Hybrid Mattress That Breathes - Patented Cooling Airflow Transfer System - Kool-Flow Bamboo Cover, USA Made, Memory Foam & Best Orthopedic Firm Support (King)",08 Apr 2018,,Best mattress I've owned. Comfortable and cool. Recommend for sure.,5.0, 
73224,Linenspa 8 Inch Memory Foam and Innerspring Hybrid Mattress - Medium-Firm Feel - Twin,02 Jul 2019,"Size: Twin | 
            
             Style Name: 8 Inch Mattress Only Add the pressure point relief of memory foam to the reliable support of a traditional spring mattress, and you have the revolutionary comfort of the hybrid mattress. A layer of memory foam is quilted in the soft, knit cover and placed over a 1.5 inch layer of comfort foam to create an incredibly comfortable sleep surface. The foam conforms to the unique curves of your body to minimize pressure points. Beneath the foam top, 6 inch steel coils offer the support and durability of a spring mattress. This design distributes body weight to contour and support as you sleep. The spring layer provides the traditional bounce many like in an innerspring mattress, and improves the breathability of the mattress. This mattress is rolled and shipped in a box for convenient delivery and setup. Simply take the box to the proper room, Carefully remove packaging, and watch as the mattress expands to its true size. This mattress comes with a 10 year U.S. warranty that guards against manufacturer defect.",Good,5.0,linenspa
52673,"Vibe 12-Inch Gel Memory Foam Mattress | Bed in a Box, [Mattress Only], Queen",13 Dec 2019,"Size: Queen | 
            
             Style: Memory Foam Mattress Only Good mornings, good feelings, good times, good Vibe. The Vibe 12-inch Gel Memory Foam Mattress combines two leading sleep technologies at an incredible value. Gel-infused memory foam keeps you cool during sleep and body-contouring memory foam reduces pressure points and properly aligns the spine. Gel draws heat away from the body and creates a cooler sleep surface and aids in preventing excessive tossing and turning so you can get a more restful night's sleep. The feel of this gel memory foam mattress is slightly plusher than a traditional firm mattress. Why Choose Vibe The Vibe mattress is comprised of gel memory foam which supports every part of the body evenly and individually. Gel Memory foam automatically adjusts to your body’s weight and temperature. In addition to the slow, conforming response, Vibe offers complete, luxurious, and stress-free support. This can reduce pressure points and allow the spine to stay properly aligned in a neutral position. When you move in bed, memory foam gently 'fills in' and reshapes itself to your new sleeping posture and minimizes motion disturbance and transfers between partners. Benefits of Gel Memory Foam The latest technology in gel memory foam mattress, this mattress is conforming, comfortable, and comes complete. A combination of 2 inches of gel memory foam with 3 inches of gel comfort foam provides the ultimate in breathability and heat displacement while 7 inches of high-density base foam beneath offers maximum support, pressure point relief, and proper spinal alignment. All this surrounded by a luxurious stretch knit cover, you may never want to leave your bed. Low-Cost Quality Solution for Good Sleep The Vibe Mattress is a low-cost solution to more expensive branded memory foam beds and is a smart alternative without sacrificing quality, comfort, or support. Get it Right the First Time It is also a good idea to know the size and the height of your mattress ahead of time to make sure you are ordering the correct size. Keep in mind that you should combine the height of your bed frame, foundation, or adjustable bed base with the height of your mattress to get a gauge of the how tall your sleep system will be. Twin Size - 39"" W x 75"" L x 12"" H Twin XL Size - 39"" W x 80"" L x 12"" H Full Size - 54"" W x 75"" L x 12"" H Queen Size – 60"" W x 80"" L x 12"" H King Size – 76"" W x 80"" L x 12"" H California King Size – 72"" W x 84"" L x 12"" H A Good Vibe Shipped to your Door The Vibe Mattress ships compressed and roll-packed conveniently to your home. Set-up is easy, and you can sleep on it the same night. Vibe also uses Smart Packaging. Smart packaging reduces the carbon footprint in the manufacturers shipping process. Our advanced packaging technology means we can roll-pack our mattresses and ship them at one-third of the normal size. As a result of this process, we can ship more mattresses per delivery and reduce the amount of carbon emissions. A mattress that is roll-packed still retains its initial quality, as each will quickly recover and return to its original shape after being removed from its packaging. Buy With Confidence The Vibe mattress s backed up by a 10-Year Manufacturer's Limited and is made using premium materials and skilled craftsmanship.","I'm really confused by the other ratings because THIS mattress is as hard as a rock..nothing like my old memory foam. I gave it days to come to form before sleeping on it. But I still can only manage 5-6 hours sleep before I HAVE to get up for the full body aches. I'm giving it more time (have no choice) I'm praying it gets better. CBD is my only recourse at the moment. 😔 I'll update to let you know. I am honestly disappointed, I was hoping for pressure point free sleep....but no. My hip is killing me. Flat on my back is the best it gets for now😭",3.0,vibe
76744,"Classic Brands Cool Gel 2.0 Ultimate Gel Memory Foam 14-Inch Mattress with 2 BONUS Pillow , King, White",02 Dec 2019,"Style: Cool Gel 2.0 Mattress | 
            
             Size: King Experience cloud-like luxury with our Classic Brands cool Gel Ultimate gel memory foam 14- inch mattress. This mattress offers a plusher and incredibly comfortable sleeping surface. Starting with a whopping 3.5-inch top layer, which consists of breathable ventilated cool gel memory foam that conforms to your shape and has a faster recovery factor than conventional memory foam. A second layer of 2-inch memory foam works with the top layer for comfort and support providing you with the ultimate sleeping experience. The 8.5-inch base layer maintains the strength and effectiveness of the layers. Know the size and height of your mattress ahead of purchase to make sure you are ordering the correct size. Keep in mind that you should combine the height of your bed frame, foundation, or adjustable bed base with the height of your mattress to get an approximate idea. Our advanced packaging technology means we can roll-pack our mattresses and ship them at one-third of the normal size. A mattress that is roll-packed still retains its initial quality, as each will quickly recover and return to its original shape when opened. Look for more innovative specialty sleep products from Classic Brands. Our mattresses are CertiPUR-US Certified. Certified flexible polyurethane foams have been independently laboratory tested.","So let me first state that I used to sell mattresses, we were known ad mattress professionals. My personal sales were over $700k per year. I know mattresses. This mattress is an excellent product and a great value. Was easy to unpack, roll out and cut the plastic, got to its fill shape within an hour, odor was not too bad and disappeared in 2 days. Excellent pressure relief, I use to wake up several times a night to adjust but now hardly at all. I never been big on foam mattresses but I selected this one for the amount of cool gel. Sleeps cool. I've been sleeping late, just don't want to get up. I researched a lot of these foam mattresses and have no buyers remorse whatsoever on my decision.",5.0,classic brands
6492,Oliver Smith - Organic Cotton - 10 Inch - Perfect Sleep - Comfort Plush Euro Pillow Top - Cool Memory Foam & Pocket Spring Mattress - Green Foam Certified - Queen,13 Nov 2018,Size: Queen New The Oliver Smith Pocket Spring Cool Memory foam mattress is a premire luxury mattress It ranks up against the best mattress that department stores or Carries We owe this to comforts 600 tempered steel independently-encased coils which creates an equal weight distribution to help relieve any pressure points along your neck shoulders back and hips Another advantage to the independentaly-encased coil structure is it reduces motion disturbance and extends the life of the springs Don't let the price fool you This is the best mattress in the market for its price,I was really skeptical about buying such an inexpensive mattress that came in a box. IT'S AWESOME!!!!!! Seriously comfortable even with hubby's bad back and my fibro!  I highly recommend this mattress. <3,5.0,oliver smith
2538,Mattress America-10 Inch Supreme Hybrid Plush Top Queen,02 Apr 2018,,I love this very comfortable mattress. I am very pleased and I am sleeping like a queen every single night. Thank you.,5.0, 
42181,"Best Price Mattress 6-Inch Memory Foam Mattress, Full",17 Aug 2018,"Size: Full | 
            
             Style Name: 6 Inch Memory foam provides a great sleeping surface. In normal temperatures, it is somewhat firm, but when you lay down, it starts reacting to the temperature of your body and begins to mold itself to your shape. Then, weight is evenly distributed along the surface, relieving pressure points and helping you to sleep more without tossing and turning. Mattress Facts: 6"" Deep Dual Layers: 1"" Memory Foam top+2"" Super soft foam + 3"" Supportive Layer below. Rich Poly Jacquard fabric cover .10 Year Warranty.","comfortable, reasonably priced, easy to set up.",5.0, 
21543,LUCID 10 Inch 2019 Gel Memory Foam Mattress - Medium Firm Feel - CertiPUR-US Certified - 10-Year Warranty - Queen,25 Jan 2018,"Style: 2019 Model Medium Plush | 
            
             Size: Queen A combined 2. 5-inch layer of ventilated gel memory foam and a 7.5-inch layer of high density support foam gives a pressure-relieving and supportive mattress for a medium-firm feel. The top memory foam layer is designed to prevent heat build-up; Microscopic gel beads capture heat and move it away from the body to help regulate temperature as you sleep. This surface layer of memory foam has a ventilated design that improves airflow. The open cell structure of Lucid memory foam makes for a longer lasting, more resilient foam that will not leave long-lasting body impressions. Soft, Breathable cover made of a cozy Tencel blend fabric (10 percent Tencel lyocell, 90 percent polyester), the soft cover creates a breathable air layer at the top of the mattress. This mattress is CertiPUR-US certified, which means the foam has been independently tested for safety of materials used, physical performance and environmental stewardship. Careful construction guarantees no prohibited phthalates, no ozone depletes, no CFCs, no mercury, no formaldehyde, no PBDEs, and low emission (VOCs) for indoor air quality. This mattress does not contain synthetic or natural latex of any kind. We offer a 10-Year that protects the mattress and cover against manufacturer defect. All of our products are shipped vacuum packed, so your mattress is easy to transport and set up. After your mattress arrives, simply take the package into the right room, remove it from the box and protective wrap, and then watch as it expands.",The product is hard. The gel foam layer is horrible. I opened the pack and now not sure what to do with this ? Big mistake ..,1.0,lucid
17731,LUCID 10 Inch 2019 Gel Memory Foam Mattress - Medium Firm Feel - CertiPUR-US Certified - 10-Year Warranty - Queen,16 Jan 2020,"Style: 2019 Model Medium Plush | 
            
             Size: Queen A combined 2. 5-inch layer of ventilated gel memory foam and a 7.5-inch layer of high density support foam gives a pressure-relieving and supportive mattress for a medium-firm feel. The top memory foam layer is designed to prevent heat build-up; Microscopic gel beads capture heat and move it away from the body to help regulate temperature as you sleep. This surface layer of memory foam has a ventilated design that improves airflow. The open cell structure of Lucid memory foam makes for a longer lasting, more resilient foam that will not leave long-lasting body impressions. Soft, Breathable cover made of a cozy Tencel blend fabric (10 percent Tencel lyocell, 90 percent polyester), the soft cover creates a breathable air layer at the top of the mattress. This mattress is CertiPUR-US certified, which means the foam has been independently tested for safety of materials used, physical performance and environmental stewardship. Careful construction guarantees no prohibited phthalates, no ozone depletes, no CFCs, no mercury, no formaldehyde, no PBDEs, and low emission (VOCs) for indoor air quality. This mattress does not contain synthetic or natural latex of any kind. We offer a 10-Year that protects the mattress and cover against manufacturer defect. All of our products are shipped vacuum packed, so your mattress is easy to transport and set up. After your mattress arrives, simply take the package into the right room, remove it from the box and protective wrap, and then watch as it expands.",The mattress is comfortable for my teen son who complained about the springs in his previous mattress.,5.0,lucid
